User Name,body,created_at,id,sentiment,symbol,username
Andrew Kreimer,$APF 90% Buy signal for the next 42 days. Scientific trading by http://algonell.com/,2016-09-27T02:36:48Z,63450983,Bullish,APF,algonell
Andrew Kreimer,"$APF 89% Buy signal for the next 40 days
More signals and data at http://www.algonell.com/ideas/",2016-10-17T03:59:41Z,64830423,Bullish,APF,algonell
Andrew Kreimer,"$APF 84% Buy signal for the next 40 days
More signals and data at http://www.algonell.com/ideas/",2016-10-19T00:01:32Z,64988531,Bullish,APF,algonell
Andrew Kreimer,"$APF 70% Buy signal for the next 45 days
More signals and data at http://www.algonell.com/ideas/",2016-10-19T23:56:53Z,65089074,Bullish,APF,algonell
Andrew Kreimer,"$AMOV 97% Bullish signal for the next 60 days
Scientific Trading by http://www.algonell.com/",2017-04-21T22:11:08Z,80869295,Bullish,AMOV,algonell
Alexis,$LVMUY Favorite Brand!,2017-05-12T03:18:17Z,82931497,Bullish,LVMUY,HighLimit
SpartanTrader,$MIXT potential acquirers:  $TMUS $VZ $S $T $VOD $CHL $NTT $SFTBY $TEF $AMOV $CHA $INTC $QCOM and firms that want connected cars tech #iot,2017-05-31T19:49:35Z,84635480,Bullish,AMOV,msumak
Alexis,$RACE My luxury stock picks are $RACE &amp; $LVMUY I would not be surprised to see race shoot way past $100 Rich are getting Richer &amp; they spend,2017-06-01T00:03:12Z,84660467,Bullish,LVMUY,HighLimit
Stockflare Alerts,$BSBR: Banco Santander Brasil SA (ADR)&#39;s price is -13.6% but the forecast earnings moved 0.1% over the last month. (https://stockflare.com/stock/BSBR.K),2017-06-02T09:37:52Z,84801325,Bullish,BSBR,stockflare_alerts
Parm Johal,$CHA once the 10b tower deal goes for the IPOD will get 1/3 as holders in that instead of cash,2017-06-02T22:57:59Z,84899669,Bullish,CHA,pxarm
Brandon Busch,$BABA $YUMC $YINN $CHA Hop on board before it&#39;s to late. Waiting for a dip is a HUGE and utterly RIDICULOUS mistake!,2017-06-06T01:44:14Z,85084568,Bullish,CHA,bbusch01
Tony,Going up! $AXTI $ABEV $BSBR $FBP $FHN $FULT,2017-06-06T13:08:46Z,85107928,Bullish,BSBR,tonyact1
Anne,Smart Money Saw The Value In The Optical Components Sector. http://bit.ly/2qinySz  $CHA $OCLR $AAOI $ACIA $LITE  $FNSR $NPTN,2017-06-07T05:26:51Z,85220426,Bullish,CHA,abubnic
Stockflare Alerts,$BSBR: The forecast EPS for Banco Santander Brasil SA (ADR) has increased to $0.69 from $0.65 in the last week. (https://stockflare.com/stock/BSBR.K),2017-06-12T10:35:20Z,85670143,Bullish,BSBR,stockflare_alerts
Stockflare Alerts,$BSBR: Banco Santander Brasil SA (ADR)&#39;s price is -5.5% but the forecast earnings moved 0.1% over the last week. (https://stockflare.com/stock/BSBR.K),2017-06-13T09:27:48Z,85772514,Bullish,BSBR,stockflare_alerts
Alexis,$LVMUY luxury =profits which translates to capital gains to the shareholders who patiently collect the dollars from the consumer zombies,2017-06-15T03:29:17Z,85986614,Bullish,LVMUY,HighLimit
Stockflare Alerts,$MFG: The forecast EPS for Mizuho Financial Group Inc. (ADR) has decreased to $0.28 from $0.31 in the last week. (https://stockflare.com/stock/MFG),2017-06-15T09:53:07Z,85993855,Bearish,MFG,stockflare_alerts
o leonard,$ADRNY PEAPODS,2017-06-16T19:54:30Z,86191922,Bullish,ADRNY,osl76
Stockflare Alerts,$ADRNY: Koninklijke Ahold Delhaize NV (ADR)&#39;s price is -12.0% but the forecast earnings moved 0.0% over the last week. (https://stockflare.com/stock/ADRNY.PK),2017-06-17T10:49:19Z,86228636,Bullish,ADRNY,stockflare_alerts
Stockflare Alerts,$ADRNY: Koninklijke Ahold Delhaize NV (ADR)&#39;s price is -15.3% but the forecast earnings moved 0.0% over the last month. (https://stockflare.com/stock/ADRNY.PK),2017-06-17T10:49:21Z,86228638,Bullish,ADRNY,stockflare_alerts
Stockflare Alerts,$BSBR: The forecast EPS for Banco Santander Brasil SA (ADR) has decreased to $0.63 from $0.69 in the last week. (https://stockflare.com/stock/BSBR.K),2017-06-20T09:43:48Z,86397277,Bearish,BSBR,stockflare_alerts
1maverick,$BRZU $bbd $itub $BSBR $PBR uncertainty for an extended period........,2017-06-20T18:55:26Z,86478031,Bearish,BSBR,1maverick
InvestorPlace,Why $SNAP $CMG and $PBR.A Are 3 of Today&#39;s Worst Stocks - http://investorplace.com/2017/06/why-snap-inc-snap-chipotle-mexican-grill-inc-cmg-and-petroleo-brasileiro-sa-petrobras-adr-pbr-a-are-3-of-todays-worst-stocks/,2017-06-20T20:31:06Z,86496174,Bearish,PBR.A,InvestorPlace
MuMu,$MLCO $LFC $MLCO $LPL Looking for Longs,2017-06-26T15:27:58Z,87074701,Bullish,LFC,MuMuJustified
Peter lafloor,@larrylong $ADRNY been with company 21 years no they won&#39;t merge with $kr,2017-06-26T23:17:08Z,87138964,Bullish,ADRNY,BorednConfuzed
Peter lafloor,$ADRNY get ready for delhaize america stores to have a grand re-opening launch soon.,2017-06-26T23:21:23Z,87139350,Bullish,ADRNY,BorednConfuzed
Stockflare Alerts,$DCM: Forecast sales for NTT Docomo Inc (ADR) are now forecast to rise this year. (https://stockflare.com/stock/DCM),2017-06-27T09:24:39Z,87161200,Bullish,DCM,stockflare_alerts
Stockflare Alerts,$KYO: Forecast sales for Kyocera Corp (ADR) are now forecast to rise this year. (https://stockflare.com/stock/KYO),2017-06-28T09:21:53Z,87291419,Bullish,KYO,stockflare_alerts
Stockflare Alerts,$CHU: China Unicom (Hong Kong) Limited (ADR) current price of $15.08 is now higher than the target price of $14.52. (https://stockflare.com/stock/CHU),2017-06-29T09:35:13Z,87427983,Bearish,CHU,stockflare_alerts
Stockflare Alerts,$CHU: The target price for China Unicom (Hong Kong) Limited (ADR) has fallen to $14.52 from $15.37 in the last week. (https://stockflare.com/stock/CHU),2017-06-29T09:35:24Z,87427990,Bearish,CHU,stockflare_alerts
Stockflare Alerts,"$MFG: Mizuho Financial Group Inc. (ADR) has lost a star, now a 3 star stock. (https://stockflare.com/stock/MFG)",2017-06-29T09:35:27Z,87427991,Bearish,MFG,stockflare_alerts
Stockflare Alerts,$KYO: The forecast dividend for Kyocera Corp (ADR) has increased to $1.1 per share from $0.91 in the last week. (https://stockflare.com/stock/KYO),2017-06-29T09:35:46Z,87428000,Bullish,KYO,stockflare_alerts
Stockflare Alerts,$KYO: The earnings of Kyocera Corp (ADR) are now forecast to grow. (https://stockflare.com/stock/KYO),2017-06-29T09:36:07Z,87428008,Bullish,KYO,stockflare_alerts
Stockflare Alerts,"$KYO: Kyocera Corp (ADR) has gained a star, now a 3 star stock. (https://stockflare.com/stock/KYO)",2017-06-29T09:36:17Z,87428012,Bullish,KYO,stockflare_alerts
Stockflare Alerts,$KYO: The forecast EPS for Kyocera Corp (ADR) has increased to $2.69 from $2.25 in the last week. (https://stockflare.com/stock/KYO),2017-06-29T09:36:20Z,87428013,Bullish,KYO,stockflare_alerts
Stockflare Alerts,"$KYO: Kyocera Corp (ADR)&#39;s forecast earnings moved 19.6% over the last week, but the price is -0.9%. It&#39;s PE ratio is now 22x earnings. (https://stockflare.com/stock/KYO)",2017-06-29T09:36:23Z,87428015,Bullish,KYO,stockflare_alerts
Stockflare Alerts,$CHA: The recommendation for China Telecom Corporation Limited (ADR) has been upgraded to Strong Buy. (https://stockflare.com/stock/CHA),2017-06-29T09:37:17Z,87428051,Bullish,CHA,stockflare_alerts
Stockflare Alerts,$CHA: The forecast dividend for China Telecom Corporation Limited (ADR) has decreased to $1.42 per share from $1.52 in the last week. (https://stockflare.com/stock/CHA),2017-06-29T09:37:18Z,87428053,Bearish,CHA,stockflare_alerts
Raymond,$BCE Bell and Rogers bidding war to take out sports app FDM?V,2017-06-29T13:25:00Z,87444809,Bullish,BCE,splintuff99
a,"Looking Inside The Market&#39;s Top Consumer Disc Fund: http://buff.ly/2tvhxr6

$VFC $DG $OMC $RCL $EXPE $LBTYK $ULTA $AZO $DLTR $BBY $MGM $MHK",2017-06-30T00:16:59Z,87559150,Bullish,LBTYK,vazoof
AlpacaAlerts,$LBTYK is in Ichimoku Golden Cross winning 60.71% in the past. https://goo.gl/ysnUek,2017-06-30T02:35:16Z,87567829,Bullish,LBTYK,AlpacaAlerts
Stockflare Alerts,$CEO: The recommendation for CNOOC Ltd (ADR) has been downgraded to Hold. (https://stockflare.com/stock/CEO),2017-06-30T09:05:26Z,87578820,Bearish,CEO,stockflare_alerts
Stockflare Alerts,$CEO: The target price for CNOOC Ltd (ADR) has fallen to $137.5 from $144.83 in the last week. (https://stockflare.com/stock/CEO),2017-06-30T09:05:27Z,87578821,Bearish,CEO,stockflare_alerts
Stockflare Alerts,$KYO: The dividend per share of Kyocera Corp (ADR) is now forecast to grow. (https://stockflare.com/stock/KYO),2017-06-30T09:07:02Z,87578880,Bullish,KYO,stockflare_alerts
Stockflare Alerts,"$KYO: Kyocera Corp (ADR)&#39;s forecast earnings moved 23.4% over the last month, but the price is 0.8%. It&#39;s PE ratio is now 22x earnings. (https://stockflare.com/stock/KYO)",2017-06-30T09:07:04Z,87578881,Bullish,KYO,stockflare_alerts
Stockflare Alerts,$ADRNY: The dividend per share of Koninklijke Ahold Delhaize NV (ADR) is now forecast to decline. (https://stockflare.com/stock/ADRNY.PK),2017-06-30T09:28:25Z,87579398,Bearish,ADRNY,stockflare_alerts
Activist Stocks,"Overseas Activism Has Overhangs http://ow.ly/aNxe30dbxZB

$NSRGY $GIS $DANOY $HSY $MDLZ $KHC $UN $LRLCY $JNJ $PG $ABT
https://seekingalpha.com/article/4084782-nestle-overseas-activism-overhangs",2017-06-30T15:54:31Z,87626346,Bullish,NSRGY,ActivistStocks
Stockflare Alerts,$CEO: The forecast EPS for CNOOC Ltd (ADR) has decreased to $7.98 from $8.57 in the last week. (https://stockflare.com/stock/CEO),2017-07-01T09:09:07Z,87697603,Bearish,CEO,stockflare_alerts
Dominant Investors App,"$LBTYK target price 34.60$
Forecast from Dominant investors app",2017-07-02T13:22:49Z,87724517,Bullish,LBTYK,DominantInvestorsApp
Stockflare Alerts,$DCM: The earnings of NTT Docomo Inc (ADR) are now forecast to grow. (https://stockflare.com/stock/DCM),2017-07-04T09:18:56Z,87824368,Bullish,DCM,stockflare_alerts
Antonio Costa,Upgrades $ORCL $OKE $TER $CEO $CC $NEM $ECA $SFNC $OKSB $MATW $BHP $TDY $BLFS,2017-07-05T11:59:12Z,87859553,Bullish,CEO,ACInvestorBlog
Activist Stocks,Nestle: Overseas Activism Has Overhangs http://ow.ly/YmOn30dlK9q $NSRGY $GIS $HSY $MDLZ $KHC $UN $LRLCF $LRLCY $JNJ $PG $ABT,2017-07-05T12:50:43Z,87863034,Bullish,NSRGY,ActivistStocks
Quantamize,#Investors may to consider #Japan auto #stocks. High #quant models scores. $HMC $FUJHY score well 4 both #value #momentum,2017-07-05T13:59:48Z,87872025,Bullish,FUJHY,Quantamize
Alexander Luthor,$CUK 41 watchers for this gem? We got to change that.,2017-07-06T06:04:07Z,87963328,Bullish,CUK,Lexcorp331
Alexander Luthor,$MSFT just a heads up. $CUK has a 16 +% return the last 3 months. Chart heading straight up. 46 watchers currently. Needs love.,2017-07-06T06:12:05Z,87963477,Bullish,CUK,Lexcorp331
Shaun Fitzpatrick,$NSRGY Great summary of Dan Loeb&#39;s letter - long thesis for Nestle: https://investoralmanac.com/2017/07/06/third-point-dan-loebs-letter-on-its-3-5-billion-position-in-nestle/,2017-07-07T00:59:09Z,88075819,Bullish,NSRGY,shaunfitzpatrick
Sandbox,"$CRH: status changed for pattern detected on 6/6. View breakout and target prices, confidence, stats https://aipatterns.tickerontest.com/5616a4f6-341f-41d7-9455-c4dec62e496f",2017-07-07T15:36:40Z,88132691,Bullish,CRH,sndbx
InvestorPlace,Why $CAJ $RH and $DVN Are 3 of Today&#39;s Worst Stocks - http://investorplace.com/2017/07/why-canon-inc-adr-caj-rh-rh-and-devon-energy-corp-dvn-are-3-of-todays-worst-stocks,2017-07-07T20:37:35Z,88182707,Bearish,CAJ,InvestorPlace
EST,$BBL going up 🕷🕷,2017-07-08T01:30:05Z,88200998,Bullish,BBL,elitestocktrading_
Stockflare Alerts,"$BBL: BHP Billiton plc (ADR) has lost a star, now a 3 star stock. (https://stockflare.com/stock/BBL)",2017-07-08T09:35:55Z,88210765,Bearish,BBL,stockflare_alerts
Stockflare Alerts,$CEO: The forecast EPS for CNOOC Ltd (ADR) has decreased to $5.84 from $7.98 in the last week. (https://stockflare.com/stock/CEO),2017-07-08T09:39:12Z,88210818,Bearish,CEO,stockflare_alerts
Stockflare Alerts,$DCM: The dividend per share of NTT Docomo Inc (ADR) is now forecast to grow. (https://stockflare.com/stock/DCM),2017-07-08T09:40:23Z,88210837,Bullish,DCM,stockflare_alerts
Trader1231,$BBL strong support near $29.50.  Bulls in control.,2017-07-09T05:38:53Z,88236235,Bullish,BBL,Trader1231
Alexander Luthor,Sun war room ideas. $CUK $DB winners from last week.,2017-07-09T22:39:43Z,88254283,Bullish,CUK,Lexcorp331
Skot Kortje,Stock Trends Report on Orange $ORAN http://www.stocktrends.com/streport.php?symbol=ORAN-N&amp;ref=sm,2017-07-10T12:11:18Z,88274397,Bullish,ORAN,StockTrendsReporter
Swissinvestch,$PEGI sure $bam continue accumulating 7% div and 11% future div,2017-07-10T16:25:53Z,88310878,Bullish,BAM,Swissinvestch
Stockflare Alerts,"$PKX: POSCO (ADR) has lost a star, now a 3 star stock. (https://stockflare.com/stock/PKX)",2017-07-11T09:41:26Z,88379999,Bearish,PKX,stockflare_alerts
Judy,$PTR Are we back?,2017-07-11T20:42:00Z,88470101,Bullish,PTR,judy3
Think4self,Oil looks good for trade today. $WLL $E $APC $SM $SN $OAS $USO,2017-07-12T10:59:19Z,88512708,Bullish,E,Think4self
Stockrow,$NVR asset turnover is more than way above peers https://stockrow.com/share/fee9bc95ba7c4f17b752badeff99e024 $LEN $KB $PHM $TOL,2017-07-12T22:06:05Z,88616340,Bullish,KB,stockrow
AZOZ,INSIDER BUYING ALERT $CLMT $LBTYA $IMDZ $AZZ $MCC $WPT $ZFGN $ISCA,2017-07-12T23:16:40Z,88622467,Bullish,LBTYA,AZOZ
Penny Stocks,"gapup stocks $BDR, $NRG, $IBIO, $TROV, $SDRL, $CARA, $PBR.A, $PBR, http://www.stock-screener.org/gap-up-stocks.aspx",2017-07-13T02:25:26Z,88636272,Bullish,PBR.A,penny_stocks
Stockflare Alerts,$PKX: The dividend per share of POSCO (ADR) is now forecast to decline. (https://stockflare.com/stock/PKX),2017-07-13T09:13:15Z,88648077,Bearish,PKX,stockflare_alerts
Stockflare Alerts,$KEP: The earnings of Korea Electric Power Corporation (ADR) are now forecast to decline. (https://stockflare.com/stock/KEP),2017-07-13T09:14:02Z,88648087,Bearish,KEP,stockflare_alerts
Stockflare Alerts,$LBTYA: The long term growth forecast for Liberty Global PLC has decreased substantially in the last week to -26.53% from -16.9%. (https://stockflare.com/stock/LBTYA.O),2017-07-13T09:15:55Z,88648112,Bearish,LBTYA,stockflare_alerts
Antonio Costa,Upgrades $IP $PKG $MTD $A $HK $IPCC $PGR $VNTV $FAST $SNAP $ICE $PHM $CWH $ARNC $CNHI $NGG $SLG $PWR,2017-07-13T11:52:49Z,88652966,Bullish,NGG,ACInvestorBlog
J Todd Nichols,$NGG RSI broke above 30. MACD near a bullish cross. Broke back above 100 DMA. Upgrade to buy from HSBC. Headed for a turn UP.,2017-07-14T03:42:13Z,88770674,Bullish,NGG,upcnichol
Stockflare Alerts,$KEP: Forecast sales for Korea Electric Power Corporation (ADR) are no longer forecast to rise this year. (https://stockflare.com/stock/KEP),2017-07-14T09:37:54Z,88777643,Bearish,KEP,stockflare_alerts
cg1,"$SNAP mark my words. This is going to go down in history as one of the biggest IPO catastrophes. Overvalued, overhyped. Investors lose $bns",2017-07-14T18:29:05Z,88846935,Bearish,BNS,cg1
coffeeguzzler,@CREAMSHOW On July 27 I will become very rich. $NAK news hopefully + $CRH positive earnings expected. Aw yiss,2017-07-14T20:04:24Z,88863350,Bullish,CRH,covfefeguzzler
Charles Calhoun,"FuelCell Energy, Korea&#39;s Posco reach Asian fuel cell development deal https://seekingalpha.com/news/3252626?source=ansh $FCEL, $PKX",2017-07-14T22:11:12Z,88875765,Bullish,PKX,ccalhoun
Thom,"$MFC if you haven&#39;t bought this stock yet ,  should now.",2017-07-14T23:44:34Z,88880627,Bullish,MFC,tpanikorn
Visions,$RIG $BP $DO $CEO $CIG $TOT $NOV $eca $ELP Where is the oil bear market? https://www.themaven.net/seanhyman/technical-analysis/zqtM8N9BvE2YizEtAlo_1w,2017-07-15T01:18:27Z,88884714,Bullish,CEO,Visions
Stockflare Alerts,$NGG: Forecast sales for National Grid plc (ADR) are no longer forecast to rise this year. (https://stockflare.com/stock/NGG),2017-07-15T09:41:48Z,88894914,Bearish,NGG,stockflare_alerts
1SimpleTrader,$mfc monthly cup n handle wowow @ZenTrends,2017-07-16T15:38:35Z,88928532,Bullish,MFC,1SimpleTrader
Cajun,Weekend Ranking: iBC Top 50 - $BIDU $AAPL $PCLN $PTR  http://ibankcoin.com/rcblog/2017/07/16/weekend-ranking-ibc-top-50/,2017-07-16T18:36:31Z,88933516,Bullish,PTR,RaginCajun
Frank,"WATCHLIST FOR PUT-OPTIONS THIS WEEK:
$WYNN 
$MTU
$WSM
$POOL
$CME
$FFIV 

@TradeSmartStocks #tradesmartstocks",2017-07-17T03:31:44Z,88948958,Bearish,MTU,fandino55
Martin,"$BLRX amazing pipeline, deals with $NVS $MRK $PRGO $RHHBY (genentech)",2017-07-17T16:04:01Z,88990484,Bullish,RHHBY,maverick08
Carl Carpenter,$ORAN long ORAN and reinvesting all dividends since it was France Tel! Reinvesting for retirement,2017-07-17T16:52:10Z,88996731,Bullish,ORAN,carldcarpatst
InvestorPlace,GoPro Is a Case Study in Awful IPOs $GPRO $GRMN $CAJ - http://investorplace.com/ipo-playbook/gopro-inc-gpro-stock-is-a-case-study-in-lousy-ipos/,2017-07-17T18:07:27Z,89005744,Bearish,CAJ,InvestorPlace
Talking Head,"$NGG Terrible service, service is always going down in RI.",2017-07-17T20:36:38Z,89027242,Bearish,NGG,RoasterPick
Peter P,Tuesday Watchlist: $CERU $JAGX $AMD $PSDV $BHGE $CARS $MTU $SNC $HOLX $SYN $VG $UNXL $CE Follow for LIVE calls!,2017-07-17T21:54:01Z,89034925,Bullish,MTU,PeteyBoi
Chart Pattern Search,Descending Triangle Breakout pattern detected on 2017-07-17 for $CUK - https://www.chartpatternsearch.com/view/single?code=CUK&amp;frequency=d&amp;pattern=28&amp;at=2017-07-17,2017-07-17T23:31:09Z,89041806,Bullish,CUK,chartsearch
Keith,Long $BSMX http://itlogic.org/?p=771,2017-07-18T00:50:58Z,89046218,Bullish,BSMX,itlogicllc
Stockflare Alerts,"$CHU: China Unicom (Hong Kong) Limited (ADR) has gained a star, now a 3 star stock. (https://stockflare.com/stock/CHU)",2017-07-18T09:33:13Z,89062129,Bullish,CHU,stockflare_alerts
Stockflare Alerts,$CHU: The target price for China Unicom (Hong Kong) Limited (ADR) has increased to $15.98 from $14.52 in the last week. (https://stockflare.com/stock/CHU),2017-07-18T09:33:20Z,89062130,Bullish,CHU,stockflare_alerts
Stockflare Alerts,"$E: Eni SpA (ADR) has gained a star, now a 3 star stock. (https://stockflare.com/stock/E)",2017-07-18T09:34:51Z,89062150,Bullish,E,stockflare_alerts
Stockflare Alerts,$LBTYA: The forecast EPS for Liberty Global PLC has decreased to $0.01 from $0.02 in the last week. (https://stockflare.com/stock/LBTYA.O),2017-07-18T09:38:49Z,89062287,Bearish,LBTYA,stockflare_alerts
Stockflare Alerts,$LBTYA: The forecast long term gain for Liberty Global PLC has decreased substantially in the last week to -78.22% from -61.74%. (https://stockflare.com/stock/LBTYA.O),2017-07-18T09:38:49Z,89062288,Bearish,LBTYA,stockflare_alerts
Tickeron,"$KB: pattern detected on 7/13. View breakout and target prices, confidence, stats https://aipatterns.tickeron.com/ee965e92-e94f-44b5-88c9-736de73ad04b",2017-07-18T13:00:14Z,89073026,Bullish,KB,tickeron
MJ,&quot;5 Big Pharma Stocks With the Best Drug Pipelines.&quot; = https://www.fool.com/investing/2017/07/18/5-big-pharma-stocks-with-the-best-drug-pipelines.aspx  $RHHBY $AZN $ABBV $GILD $JNJ,2017-07-18T20:14:38Z,89151472,Bullish,RHHBY,coastal_guy
Alexis,$LVMUY while most retailers are on life support...My favorite brand is safe and steady...holding strong,2017-07-18T21:46:28Z,89164395,Bullish,LVMUY,HighLimit
Keith,Long $BSMX Day 1 http://itlogic.org/?p=788,2017-07-18T23:40:51Z,89173696,Bullish,BSMX,itlogicllc
Stockflare Alerts,$BBD: The earnings of Banco Bradesco SA (ADR) are now forecast to decline. (https://stockflare.com/stock/BBD),2017-07-19T09:42:19Z,89195693,Bearish,BBD,stockflare_alerts
