User Name,body,created_at,id,sentiment,symbol,username
Richard Smith,"$STK $EVT $SPHD $RCS A well-diversified retirement portfolio. From tech to bonds, tax-advantaged w/nearly 8% yield.",2017-06-08T20:15:57Z,85434976,Bullish,EVT,richardms20
Myles Mintzler,$PDI C.mon PDI people get with it...... Get on board.... this board....lol,2017-06-29T14:19:28Z,87457467,Bullish,PDI,SmylieMyles
Stockflare Alerts,"$PFS: The recommendation for Provident Financial Services, Inc. has been upgraded to Buy. (https://stockflare.com/stock/PFS)",2017-06-30T09:24:24Z,87579305,Bullish,PFS,stockflare_alerts
Stockflare Alerts,"$TPRE: Third Point Reinsurance Ltd has gained a star, now a 3 star stock. (https://stockflare.com/stock/TPRE.K)",2017-07-01T09:22:08Z,87697768,Bullish,TPRE,stockflare_alerts
Stockflare Alerts,$CMCM: The target price for Cheetah Mobile Inc (ADR) of $11.21 is now above that latest price of $10.78. (https://stockflare.com/stock/CMCM.K),2017-07-01T09:22:56Z,87697786,Bullish,CMCM,stockflare_alerts
Stockflare Alerts,$CMCM: The target price for Cheetah Mobile Inc (ADR) has increased to $11.21 from $10.64 in the last week. (https://stockflare.com/stock/CMCM.K),2017-07-01T09:23:00Z,87697787,Bullish,CMCM,stockflare_alerts
John Doe,$CMCM live.me might redefine valuation of $cmcm,2017-07-02T19:23:06Z,87731858,Bullish,CMCM,bottoearn
L0ngTrade,$PCI $PDI $PFN $PTY https://finance.yahoo.com/news/pimco-closed-end-funds-declare-203715776.html?.tsrc=applewf,2017-07-04T00:34:05Z,87814031,Bullish,PDI,L0ngTrade
Stockflare Alerts,$TPRE: The forecast EPS for Third Point Reinsurance Ltd has increased to $2.59 from $2.46 in the last week. (https://stockflare.com/stock/TPRE.K),2017-07-10T09:44:17Z,88269820,Bullish,TPRE,stockflare_alerts
Antonio Costa,Downgrades $INTC $WAT $HDS $MORE $SNPC $FIVE $OFC $AIV $PAYC $COST $PGRE $NBLX $SUN $SBRA $MMP $RICE $PHM $MEDP $CPN $MEDP $LMAT $WTFC $PKG,2017-07-10T11:38:14Z,88272596,Bearish,NBLX,ACInvestorBlog
Stockflare Alerts,$CMCM: Cheetah Mobile Inc (ADR) has fallen to a 2 star rating. Here is a list of its peers that are 4+ star stocks: MOMO.O. (https://stockflare.com/stock/CMCM.K),2017-07-11T09:48:22Z,88380159,Bearish,CMCM,stockflare_alerts
The Chinese Mafia,"Stocks looking to move up based on technical charts:  $HTZ, $JKS, $OSUR, $QCP, $SPWR, $THC, $VRX",2017-07-11T13:33:11Z,88393805,Bullish,QCP,BadToTheBone
Jonathan Whipple,@Sparky_R I take it you invest in a lot of CEFs? $AGD $BIF $BDJ $CHW $EXG are some of my favorites,2017-07-11T22:23:48Z,88480791,Bullish,BDJ,Whipple
a,"The 154 Best REITs On The Market http://buff.ly/2tliqOs

$REXR $QCP $MGP $SIR $KRG $WPG $TRNO $SBRA $MORE $FCPT $CHSP $GNL $CBL $NYRT $AAT",2017-07-14T02:34:33Z,88767406,Bullish,QCP,vazoof
Trevor Robinson,$SCS JUNK! GLTA!,2017-07-14T05:17:08Z,88773972,Bearish,SCS,trj206
Stockflare Alerts,"$CMCM: Cheetah Mobile Inc (ADR) has gained a star, now a 3 star stock. (https://stockflare.com/stock/CMCM.K)",2017-07-14T09:46:02Z,88777779,Bullish,CMCM,stockflare_alerts
AlpacaAlerts,$QCP is in Ichimoku Dead Cross winning 100.00% in the past. https://goo.gl/ViC4PN,2017-07-15T04:10:04Z,88890408,Bearish,QCP,AlpacaAlerts
Stockflare Alerts,$HMN: The earnings of Horace Mann Educators Corporation are now forecast to decline. (https://stockflare.com/stock/HMN),2017-07-15T09:32:43Z,88894810,Bearish,HMN,stockflare_alerts
Stockflare Alerts,"$HMN: Horace Mann Educators Corporation has lost a star, now a 2 star stock. (https://stockflare.com/stock/HMN)",2017-07-15T09:32:53Z,88894812,Bearish,HMN,stockflare_alerts
Stockflare Alerts,$HMN: The forecast EPS for Horace Mann Educators Corporation has decreased to $1.63 from $1.88 in the last week. (https://stockflare.com/stock/HMN),2017-07-15T09:32:56Z,88894813,Bearish,HMN,stockflare_alerts
Singh,$QCP good,2017-07-15T21:05:52Z,88909802,Bullish,QCP,Manny_Stocquia0
Antonio Costa,Downgrades $CX $WAB $ABDC $INN $RHP $PODD $NSH $SEMG $NS $NGL $SUPN $CRHM $FCFS $ALLY $BAH,2017-07-17T11:55:57Z,88958714,Bearish,INN,ACInvestorBlog
Stockflare Alerts,$ESE: The target price for ESCO Technologies Inc. has increased to $65.5 from $60.0 in the last week. (https://stockflare.com/stock/ESE),2017-07-19T09:49:46Z,89195903,Bullish,ESE,stockflare_alerts
Stockflare Alerts,"$ESE: ESCO Technologies Inc. has lost a star, now a 2 star stock. (https://stockflare.com/stock/ESE)",2017-07-20T09:26:55Z,89323200,Bearish,ESE,stockflare_alerts
Stockflare Alerts,"$ESE: ESCO Technologies Inc. has fallen to a 2 star rating. Here is a list of its peers that are 4+ star stocks: MKSI.O, BMI. (https://stockflare.com/stock/ESE)",2017-07-20T09:27:13Z,89323214,Bearish,ESE,stockflare_alerts
idvst8,"$PVG - better price action.    betting on news within 14 days, with some $$$$ numbers.  Long and strong",2017-07-21T20:36:57Z,89542333,Bullish,PVG,idvst8
It's All About The Options,$MDSO took a dip for us and yet it still stands tall $AVID $CMCM $CLDR $CYBR $CYRN $LOGM $MSFT $MOMO $MBLY $NUAN,2017-07-22T03:47:43Z,89563197,Bearish,CMCM,itsallaboutheoptions
idvst8,$PVG - Better price action this Week.  11&#39;s on Deck !!!,2017-07-23T21:17:41Z,89612885,Bullish,PVG,idvst8
idvst8,$PVG - Buying 6k shares now,2017-07-24T16:19:29Z,89671031,Bullish,PVG,idvst8
Victor,Historically Q2 for $TNH is the best for ER play,2017-07-24T16:46:55Z,89675275,Bullish,TNH,DI545TER
NJDevilsinseven,$PVG ...wait for the bad news its coming...,2017-07-24T18:07:23Z,89686441,Bearish,PVG,NJDevilsinseven
idvst8,"$PVG - I expect Solid news, and decent Grades, with a Plan to switch to higher grade this early Fall.   LONG",2017-07-24T18:27:59Z,89689613,Bullish,PVG,idvst8
Reza,$AMN Thanks 😘,2017-07-24T19:30:59Z,89699141,Bullish,AMN,veyceh
Zach,$MXL Looking like this may have bottomed good place to start a position IMO.,2017-07-25T14:51:55Z,89780667,Bullish,MXL,moto_trader
$YLR,$THO.CA $TAHO Denied by the 200 and 50.  Bear poling,2017-07-25T14:56:34Z,89781545,Bearish,TAHO,ylr
Chris Allinson,$TAHO why hold this as a lottery ticket aka dead money until mine reopens? Will drift lower.,2017-07-25T15:01:01Z,89782430,Bearish,TAHO,EVIL_SPOCK
Stockflare Alerts,$HMN: The earnings of Horace Mann Educators Corporation are now forecast to grow. (https://stockflare.com/stock/HMN),2017-07-26T10:07:43Z,89886353,Bullish,HMN,stockflare_alerts
Stockflare Alerts,$HMN: Forecast sales for Horace Mann Educators Corporation are no longer forecast to rise this year. (https://stockflare.com/stock/HMN),2017-07-26T10:07:44Z,89886351,Bearish,HMN,stockflare_alerts
idvst8,"$PVG - PRETIUM, Give your Shareholders some information !!!!!!!!!!!!  NUMBERS, GRADE, PLAN, Revenue to Date, Throughput, ANYTHING",2017-07-26T14:46:46Z,89918600,Bullish,PVG,idvst8
idvst8,$PVG - no Hike......POP,2017-07-26T18:18:11Z,89957657,Bullish,PVG,idvst8
Stockflare Alerts,"$ESE: ESCO Technologies Inc. has gained a star, now a 3 star stock. (https://stockflare.com/stock/ESE)",2017-07-27T09:42:25Z,90034429,Bullish,ESE,stockflare_alerts
Stockflare Alerts,"$ENV: Envestnet Inc has lost a star, now a 3 star stock. (https://stockflare.com/stock/ENV)",2017-07-27T09:44:15Z,90034487,Bearish,ENV,stockflare_alerts
Master Ichimoku,$FOE wow,2017-07-27T13:40:27Z,90057071,Bullish,FOE,MasterIchimoku
Chuck,"$GLD $GDX $GDXJ $NUGT - ETF &#39;s are run by swindlers.Real (good) companies, with real products, with real demand-win the day. $FCX $PVG $FSM",2017-07-28T00:11:31Z,90168661,Bullish,PVG,EWavePlayer
JCC,$SPN Beautiful chart textbook break out looks like $14-$15 soon,2017-07-28T14:30:48Z,90220558,Bullish,SPN,YouOnlyLiveTwice
idvst8,$PVG - I&#39;m expecting an update in the next 10-days.   Grossly Overdue,2017-07-28T15:02:19Z,90227352,Bullish,PVG,idvst8
Mo Sh,$WWE This is how the pull back looks on the chart. Still healthy.,2017-07-28T16:30:00Z,90244956,Bullish,WWE,MoShCal
J,$drq if u short and this isn&#39;t on the ole #wutchlist. Well......  shorting does suck thou.   But the big breakdowns today........,2017-07-28T19:29:27Z,90275845,Bearish,DRQ,Doozio
Colby Clark,"$NRZ bought in at $16 today, also got $AGNC, $CBL and $WPG on sale! Already in green in all.",2017-07-28T21:31:44Z,90291832,Bullish,WPG,Colberado
Kirby,$AXL im still long,2017-07-29T01:58:19Z,90307120,Bullish,AXL,Crom5775
Stockflare Alerts,"$DRQ: Dril-Quip, Inc. has gained a star, now a 2 star stock. (https://stockflare.com/stock/DRQ)",2017-07-29T10:02:36Z,90317528,Bullish,DRQ,stockflare_alerts
Stockflare Alerts,"$EEX: Emerald Expositions Events Inc has lost a star, now a 3 star stock. (https://stockflare.com/stock/EEX)",2017-07-29T10:04:34Z,90317614,Bearish,EEX,stockflare_alerts
Stockflare Alerts,"$CVI: The earnings of CVR Energy, Inc. are now forecast to grow. (https://stockflare.com/stock/CVI)",2017-07-29T10:05:30Z,90317663,Bullish,CVI,stockflare_alerts
Josh Cranmer,"Evo Weekly Watchlist

$CYTR $IDRA $ZN
$DXTR $XXII $IMGN
$HUSA $BSTG $CEI
$CIE $CALA $DNR
$MACK $MBOT $VHC
$TAHO $NAK $AMRS
$AXAS $NADL $TROV",2017-07-30T05:32:04Z,90345914,Bullish,TAHO,cranmer00
Crab Claw,$MXL when it was 11  bucks StockTwits was warning us the stock was a scam ...wtf 🤡🔫,2017-07-30T17:38:25Z,90357185,Bullish,MXL,KingTEA
Stockflare Alerts,"$CVI: CVR Energy, Inc.&#39;s forecast earnings moved 0.0% over the last week, but the price is -13.5%. It&#39;s PE ratio is now 66x earnings. (https://stockflare.com/stock/CVI)",2017-07-31T09:24:57Z,90382745,Bullish,CVI,stockflare_alerts
Stockflare Alerts,"$CVI: CVR Energy, Inc.&#39;s price is -13.5% but the forecast earnings moved 0.0% over the last week. (https://stockflare.com/stock/CVI)",2017-07-31T09:25:04Z,90382746,Bullish,CVI,stockflare_alerts
J,$drq.  Maybe a small bounce around 40?  Looks MUCH lower over time,2017-07-31T15:02:14Z,90414392,Bearish,DRQ,Doozio
$YLR,$TAHO $THO.CA Thing can go down fast here if the bottom line cracks,2017-07-31T19:52:50Z,90460772,Bearish,TAHO,ylr
Joe,"$FN I have never seen a cheaper stock with more anticipated growth, Forward p/e: 10.35, PEG: 1.3, 20% earnings growth over the next year",2017-08-01T00:22:57Z,90486309,Bullish,FN,Alpha_Investor
AlpacaAlerts,$PVG is in Bearish Doji Sandwich winning 82.35% in the past. https://goo.gl/cmXX7f,2017-08-01T07:37:07Z,90503234,Bearish,PVG,AlpacaAlerts
Stockflare Alerts,"$AXL: The earnings of American Axle &amp; Manufact. Holdings, Inc. are now forecast to grow. (https://stockflare.com/stock/AXL)",2017-08-01T09:23:11Z,90504608,Bullish,AXL,stockflare_alerts
Stockflare Alerts,"$AXL: American Axle &amp; Manufact. Holdings, Inc. net debt to operating ratio has risen to 4.7x. (https://stockflare.com/stock/AXL)",2017-08-01T09:23:22Z,90504616,Bearish,AXL,stockflare_alerts
Stockflare Alerts,"$CVI: The target price for CVR Energy, Inc. of $19.0 is now above that latest price of $18.91. (https://stockflare.com/stock/CVI)",2017-08-01T09:23:43Z,90504627,Bullish,CVI,stockflare_alerts
Stockflare Alerts,"$DRQ: The target price for Dril-Quip, Inc. has fallen to $48.92 from $51.77 in the last week. (https://stockflare.com/stock/DRQ)",2017-08-01T09:23:51Z,90504632,Bearish,DRQ,stockflare_alerts
Stockflare Alerts,"$DRQ: The forecast EPS for Dril-Quip, Inc. has decreased to $0.18 from $0.2 in the last week. (https://stockflare.com/stock/DRQ)",2017-08-01T09:24:06Z,90504646,Bearish,DRQ,stockflare_alerts
Abiodun Awolaja,$SPG $CBL $WPG REIT Property malls in recovery mode. Buy $GGP above $25 EOW. PT is $30. SL at $23 #stocks #trading,2017-08-01T13:17:02Z,90519329,Bullish,WPG,TradeDMarkets
J,$oxy mirroring $drq into eps. Would expect same result after,2017-08-01T15:27:32Z,90548072,Bearish,DRQ,Doozio
idvst8,"$PVG -For being the Most exciting Time in this Company&#39;s history, this is sure Boring as a Stockholder.   Finally Gold, but NO COMMUNICATION",2017-08-01T17:31:23Z,90568788,Bullish,PVG,idvst8
Ryan Mallory,The Bears Have A Chance Here - SharePlanner $BERY $HA $FDX $DDD $CVI $CSX $CMA + more http://www.shareplanner.com/featured-blogs/ryan-mallory/trade-setups/23706-the-bears-have-a-chance-here.html,2017-08-01T18:09:20Z,90574850,Bearish,CVI,SharePlanner
Sam,"$SN to $DRQ, $USO $ERX, oils are just done. DONE",2017-08-01T22:56:52Z,90620261,Bearish,DRQ,Samsg
Stockflare Alerts,"$AXL: American Axle &amp; Manufact. Holdings, Inc.&#39;s price is -10.4% but the forecast earnings moved 0.0% over the last week. (https://stockflare.com/stock/AXL)",2017-08-02T09:37:16Z,90648924,Bullish,AXL,stockflare_alerts
Stockflare Alerts,"$CVI: CVR Energy, Inc. is cheaper today at 66x earnings than it was a week ago at 74x earnings. (https://stockflare.com/stock/CVI)",2017-08-02T09:37:42Z,90648938,Bullish,CVI,stockflare_alerts
Stockflare Alerts,$FOE: The target price for Ferro Corporation has increased to $21.5 from $20.17 in the last week. (https://stockflare.com/stock/FOE),2017-08-02T09:38:06Z,90648955,Bullish,FOE,stockflare_alerts
Stockflare Alerts,$LZB: The recommendation for La-Z-Boy Incorporated has been downgraded to Hold. (https://stockflare.com/stock/LZB),2017-08-02T09:39:24Z,90649005,Bearish,LZB,stockflare_alerts
Ed,"$CRTO $FN $FNSR, $XPO $BZUN $MOMO Keep adding to these stock....",2017-08-02T12:32:29Z,90657996,Bullish,FN,EdwBNLFINANCE
T.J. Merlo,$WD,2017-08-02T13:24:06Z,90664471,Bullish,WD,tjmerlo1
FRED,$PRTY 📈👌🏿,2017-08-02T13:41:32Z,90667830,Bullish,PRTY,FRED9
Iwona,$WD going up,2017-08-02T13:42:10Z,90667987,Bullish,WD,evyvonne
Sam,"SO u want to chase eps gaps huh. $SODA $CRTO $KEM $SPAR $MOD $MTOR $NVMI on and on, FOOLS GAME.",2017-08-02T14:02:09Z,90672918,Bearish,MTOR,Samsg
John Res,$FN what a joke. Such a BS firm. Buying.,2017-08-02T14:18:55Z,90676860,Bullish,FN,johnres
Bruno,$FN reaction to COHR price move lower after earnings?,2017-08-02T14:28:36Z,90679304,Bullish,FN,coolbru2000
T.J. Merlo,$WD people are so afraid of nothing. Inexperienced,2017-08-02T14:42:12Z,90682951,Bullish,WD,tjmerlo1
Leonard Dalberti,$WD down almost 10% after beating earnings? makes sense to me!,2017-08-02T16:15:57Z,90702893,Bullish,WD,snooz123
Thomas E Hoffmann,"$AXL At support , Over sold odds favor long trades  , Extreme bullish 1 day money flow",2017-08-02T16:22:17Z,90704085,Bullish,AXL,tehoffmann
idvst8,$PVG - 30-days since Commercial Production was Reached.   NOTHING from Company since.   Boooooo,2017-08-02T16:31:54Z,90705778,Bullish,PVG,idvst8
The Duke,$GNW Superb ER and stock is being manipulated.  Might soar if China Oceanwide deal doesn&#39;t go through.  Adding shares here,2017-08-02T16:44:52Z,90708138,Bullish,GNW,1COYOS
Re Action,$GNW all manipulated ... I am ready to buy more,2017-08-02T16:55:47Z,90710121,Bullish,GNW,ReAction
mia,$FN what happened today? why down so much?,2017-08-02T17:59:56Z,90722055,Bullish,FN,mia2
Master Ichimoku,$FOE #1 ranked specialty Chem lately. Nice one up today.,2017-08-02T18:18:54Z,90725756,Bullish,FOE,MasterIchimoku
Master Ichimoku,$KRO actually holding up nice on red day. This and $foe are nice chems. Haven&#39;t looked at industry chart today tho,2017-08-02T18:20:46Z,90726125,Bullish,FOE,MasterIchimoku
Master Ichimoku,$KRO $foe specialty chems trends upwards.. But in a meandering way. These are slow movers.,2017-08-02T18:23:31Z,90726578,Bullish,FOE,MasterIchimoku
Orçun,"$SPN eight ema crossed below forty-eight ema, risk:reward=1:2. enter: 10.05 stop: 10.50 target: 9.35 trade#36 win/loss%",2017-08-02T18:48:17Z,90730890,Bearish,SPN,zagorswiss
Sam,$ICHR $EOG $NFX $WD $KTWO $JWN $PE $NTRI $FLDM $AAOI $RMD $AMC $COHR $SPWR $CREE $GPOR $FNSR $FOSL $SM $ATRO bearish scans HOT,2017-08-02T19:38:29Z,90739696,Bearish,WD,Samsg
Marty,$THC is this the bottom? Wanting to get back in?,2017-08-02T20:35:49Z,90752733,Bullish,THC,stockmanwilly
backtoeven,"$QTWO  EPS -0.03 vs -0.06; Revs 47.6 vs 47.2; small guidance raise. 
 Trifecta beat!",2017-08-02T20:49:53Z,90755500,Bullish,QTWO,backtoeven
AlpacaAlerts,$PVG is in Bearish Doji Sandwich winning 82.35% in the past. https://goo.gl/51Axoa,2017-08-03T05:08:20Z,90797898,Bearish,PVG,AlpacaAlerts
Stockflare Alerts,"$WD: The earnings of Walker &amp; Dunlop, Inc. are now forecast to grow. (https://stockflare.com/stock/WD)",2017-08-03T09:50:30Z,90803835,Bullish,WD,stockflare_alerts
Stockflare Alerts,$AIN: The forecast EPS for Albany International Corp. has decreased to $1.9 from $2.02 in the last week. (https://stockflare.com/stock/AIN),2017-08-03T09:50:50Z,90803858,Bearish,AIN,stockflare_alerts
Stockflare Alerts,"$AIN: Albany International Corp. has gained a star, now a 3 star stock. (https://stockflare.com/stock/AIN)",2017-08-03T09:50:51Z,90803857,Bullish,AIN,stockflare_alerts
Stockflare Alerts,$AIN: The target price for Albany International Corp. has increased to $55.0 from $50.0 in the last week. (https://stockflare.com/stock/AIN),2017-08-03T09:50:51Z,90803859,Bullish,AIN,stockflare_alerts
Stockflare Alerts,$AIN: The target price for Albany International Corp. of $55.0 is now above that latest price of $50.6. (https://stockflare.com/stock/AIN),2017-08-03T09:50:53Z,90803860,Bullish,AIN,stockflare_alerts
Stockflare Alerts,$WPG: The target price for Washington Prime Group Inc of $8.8 is now above that latest price of $8.67. (https://stockflare.com/stock/WPG),2017-08-03T09:51:18Z,90803879,Bullish,WPG,stockflare_alerts
Stockflare Alerts,$GNW: Genworth Financial Inc&#39;s price is -10.3% but the forecast earnings moved 0.1% over the last month. (https://stockflare.com/stock/GNW),2017-08-03T09:51:44Z,90803902,Bullish,GNW,stockflare_alerts
Antonio Costa,Upgrades $CAT $SODA $STI $KMPR $WD $PMBC $QLYS $NSIT $DEI $ENLC $ESIO $LC $OSK $VMC $CMCSA,2017-08-03T12:00:07Z,90810710,Bullish,WD,ACInvestorBlog
Daniel Robertson,$DK retards selling!! The results were related to a hedge pre tax oil inventory!!,2017-08-03T13:38:20Z,90824826,Bullish,DK,danielrobertson
Daniel Robertson,$DK revenues expected to be 2 billion plus!! Almost double!!,2017-08-03T13:39:10Z,90825044,Bullish,DK,danielrobertson
Daniel Robertson,$DK who added at $22,2017-08-03T13:39:37Z,90825160,Bullish,DK,danielrobertson
Daniel Robertson,$DK we are talking about 2 refiners here!! 2 billion plus revenues!!  Do not sell !&#39; HOLD This was a trap at the open!!,2017-08-03T13:42:49Z,90826122,Bullish,DK,danielrobertson
TradingPlaces,$DK Keep bring it down! will gladly buy the dip when appropriate,2017-08-03T13:48:24Z,90827673,Bullish,DK,Jroman23
Daniel Robertson,$DK puppies selling!! They do not know how to read a report!!,2017-08-03T13:49:42Z,90828013,Bullish,DK,danielrobertson
Daniel Robertson,$DK payment of the hedge acquired on 2014 impacted the results!  Company is great and revenues are going to be amazing!!!,2017-08-03T13:53:12Z,90829039,Bullish,DK,danielrobertson
Daniel Robertson,$DK gas demand great!,2017-08-03T13:54:00Z,90829303,Bullish,DK,danielrobertson
Daniel Robertson,$DK you are buying today at mega discount thanks to the hedge payment and weak hands!!,2017-08-03T13:57:34Z,90830344,Bullish,DK,danielrobertson
TradingPlaces,$DK TYVM for the fill @ 24.68,2017-08-03T13:58:37Z,90830647,Bullish,DK,Jroman23
Daniel Robertson,$DK market cap here is a joke!! Thanks to this payment you can load even lower!!  more than 2 billion revenue expected!! Alon results good,2017-08-03T14:02:51Z,90831854,Bullish,DK,danielrobertson
Daniel Robertson,$DK payment is done!! Future earnings great!! Company valuation up!!,2017-08-03T14:14:40Z,90835046,Bullish,DK,danielrobertson
Daniel Robertson,$DK buy before closing!!,2017-08-03T14:34:32Z,90840195,Bullish,DK,danielrobertson
Daniel Robertson,$DK loaded 4K $25 thanks!,2017-08-03T14:43:54Z,90842549,Bullish,DK,danielrobertson
Daniel Robertson,$DK this was crooks trap this morning!  They knew about the hedging!  Took big profit and covered!  Great two refiners merged here!   BUY!!!,2017-08-03T14:49:10Z,90843882,Bullish,DK,danielrobertson
Michael,"$GNW this stock makes zero sense!  Beat earnings, open numerous alternative paths forward, and trades DOWN.  WTH!",2017-08-03T14:54:27Z,90845208,Bullish,GNW,mpwmpw10
Daniel Robertson,$DK Green close!! Very very undervalued!! The market cap is unreal low!!,2017-08-03T14:59:29Z,90846404,Bullish,DK,danielrobertson
Stephen,$THC is oversold.  Very good time to buy.,2017-08-03T15:00:53Z,90846884,Bullish,THC,sellthetop
Daniel Robertson,"$DK dividends are intact
And they should double the dividends as well (Alon&#39;s previous  dividend)",2017-08-03T15:03:27Z,90847512,Bullish,DK,danielrobertson
Daniel Robertson,"$DK sad to see how crooks
Manipulate small investors!! HOLD Do not let them&#39;",2017-08-03T15:17:31Z,90850829,Bullish,DK,danielrobertson
Joe,"$FN overreaction yesterday, oclaro had a good report, china issue overblown, Amazon and tesla will be key drivers for growth. Going higher.",2017-08-03T15:23:55Z,90852277,Bullish,FN,Alpha_Investor
Grant Ferguson,$DO $15 lets go!,2017-08-03T16:06:07Z,90861577,Bullish,DO,VanDyce
Stock Investor,$DO $RIG Drillers finally picking up steam off the bottom.,2017-08-03T16:47:50Z,90870187,Bullish,DO,oilandgas1975
Nick,Read this https://seekingalpha.com/article/4093957-diamond-offshore-drilling-merger-now  what it means for $NE and $DO scrap valued cold stacked assets. I think both $DO and $NE are doomed,2017-08-03T17:01:39Z,90872907,Bearish,DO,nparis
Andrew Kreimer,Scientific Trading Portfolio Performance since 2017-05-05 (Longs) $FOLD $VRTX $WB $MCHI $DE $AEG $WPG,2017-08-03T17:32:37Z,90879142,Bullish,WPG,algonell
William S,$THC will be a $20 stock soon enough,2017-08-03T18:12:00Z,90887003,Bullish,THC,NextLevelTradingdotcom
idvst8,$PVG - Company NEEDS to COMMUNICATE.,2017-08-03T20:44:02Z,90920318,Bullish,PVG,idvst8
sys3294,"$AMN EPS beat, Rev in-line. Healthy growth. Expect to bounce up with jobs report tomorrow.",2017-08-03T20:47:24Z,90921084,Bullish,AMN,sys3294
sys3294,$AMN why is this down? :(,2017-08-03T21:34:34Z,90929745,Bullish,AMN,sys3294
Sam son,$AAOI  BARRONS new letter  avoid rated AMAZON buying fiber chip from Fabronet $FN. AAOI  GO down $9  by year end.,2017-08-03T21:35:16Z,90929848,Bearish,FN,wisdom_trade
Thomas E Hoffmann,"$AXL P/E of 4 , stocks cheap",2017-08-03T21:39:53Z,90930456,Bullish,AXL,tehoffmann
Cajun,A Few Names Ready To Squeeze Higher - $GLUU $CF $ESV $BITA  http://ibankcoin.com/rcblog/2017/08/03/stocks-ready-to-squeeze-higher/,2017-08-03T23:37:31Z,90943110,Bullish,ESV,RaginCajun
Moose,@AlphaAboveAll outpatient surgical centers means higher profits and virtually no uninsured... $THC for the win.,2017-08-04T02:08:13Z,90954842,Bullish,THC,mooseknuckler
Craig,@bizscience they are not even a major shareholder. $ESV would not have announced deal if they didnt have the vote. Bought atw on dip. Crooks,2017-08-04T02:26:06Z,90956111,Bullish,ESV,RuhRoh
Natalia Guevara,My watchlist for tomorrow $fmi $bas $jazz $ain $halo $dal $nsc,2017-08-04T03:56:08Z,90961868,Bullish,AIN,NataliaTrades
yassine,$TPRE Looking for 3.5% move Target,2017-08-04T05:28:04Z,90965828,Bullish,TPRE,TRADER727
